Date,Site,Trap,Mass,Notes,QA/QC
6/7/2019,PRCR,3,0.012,,
6/7/2019,PRCR,4,0.083,,
6/7/2019,PRCR,6,0.009,,
6/7/2019,RIST,1,0.006,,
6/7/2019,RIST,2,0.016,,
6/7/2019,RIST,3,0.001,,
6/7/2019,RIST,5,0.055,,
6/7/2019,RIST,6,0.012,,
6/14/2019,AUCA,1,0.021,,
6/14/2019,AUCA,2,0.006,,
6/14/2019,AUCA,4,0.012,appears to contain wood frass,removed some and reweighed
6/14/2019,AUCA,5,0.008,,
6/14/2019,AUCA,6,0.009,,
6/14/2019,AUCA,3,0,,
6/14/2019,BACA,1,0.024,,
6/14/2019,BACA,2,0.003,,
6/14/2019,BACA,3,0.004,,
6/14/2019,BACA,4,0.013,,
6/14/2019,BACA,6,0.021,appears to contain poop from other insects,pass
6/14/2019,BIVA,1,0.011,,
6/14/2019,BIVA,2,0.045,,
6/14/2019,BIVA,3,0.01,,
6/14/2019,BIVA,4,0.013,,
6/14/2019,BIVA,5,0.039,,
6/14/2019,BIVA,6,0.058,,
6/14/2019,BOWA,1,0.013,,
6/14/2019,BOWA,2,0.02,,
6/14/2019,BOWA,3,0.05,,
6/14/2019,BOWA,4,0.038,,
6/14/2019,BOWA,5,0.044,,
6/14/2019,BOWA,6,0,,
6/14/2019,COFR,1,0.017,,
6/14/2019,COFR,2,0.006,,
6/14/2019,COFR,3,0.014,,
6/14/2019,COFR,4,0.037,,
6/14/2019,COFR,5,0.012,,
6/14/2019,COFR,6,0.011,,
6/14/2019,DEMI,1,0.055,,
6/14/2019,DEMI,2,0.052,,
6/14/2019,DEMI,3,0.062,,
6/14/2019,DEMI,4,0.015,,
6/14/2019,DEMI,5,0.023,,
6/14/2019,JOMA,1,0.103,,
6/14/2019,JOMA,2,0.02,,
6/14/2019,JOMA,3,0.047,,
6/14/2019,JOMA,4,0.024,,
6/14/2019,JOMA,5,0.024,,
6/14/2019,JOMA,6,0.016,,
6/14/2019,PRCR,1,0.026,,
6/14/2019,PRCR,2,0.006,,
6/14/2019,PRCR,3,0.011,,
6/14/2019,PRCR,4,0.018,,
6/14/2019,PRCR,5,0.009,,
6/14/2019,PRCR,6,0.047,,
6/14/2019,RIST,1,0,,
6/14/2019,RIST,2,0.015,,
6/14/2019,RIST,3,0.009,,
6/14/2019,RIST,4,0.01,,
6/14/2019,RIST,5,0.011,,
6/14/2019,RIST,6,0.003,,
6/21/2019,AUCA,1,0,,
6/21/2019,AUCA,4,0.044,,
6/21/2019,AUCA,5,0.002,,
6/21/2019,AUCA,2,0,,
6/21/2019,AUCA,3,0,,
6/21/2019,AUCA,6,0,,
6/21/2019,BACA,1,0.067,,
6/21/2019,BACA,3,0.065,,
6/21/2019,BACA,4,0.111,,
6/21/2019,BACA,5,0.032,may contain poop from other insect,removed some stuff and reweighed
6/21/2019,BACA,6,0.066,,
6/21/2019,BACA,2,0,,
6/21/2019,BIVA,1,0.002,,
6/21/2019,BIVA,2,0.029,,
6/21/2019,BIVA,3,0,,
6/21/2019,BIVA,4,0,,
6/21/2019,BIVA,5,0.031,,
6/21/2019,BIVA,6,0.016,,
6/21/2019,BOWA,1,0.127,,
6/21/2019,BOWA,2,0.133,,
6/21/2019,BOWA,3,0.044,,
6/21/2019,BOWA,4,0.031,,
6/21/2019,BOWA,5,0.045,,
6/21/2019,BOWA,6,0.023,,
6/21/2019,COFR,2,0,,
6/21/2019,COFR,3,0,,
6/21/2019,COFR,6,0,,
6/21/2019,COFR,1,0,,
6/21/2019,COFR,5,0,,
6/21/2019,DEMI,2,0.017,,
6/21/2019,DEMI,4,0,,
6/21/2019,DEMI,5,0.015,,
6/21/2019,DEMI,6,0.025,,
6/21/2019,JOMA,1,0.059,,
6/21/2019,JOMA,2,0.027,,
6/21/2019,JOMA,3,0.089,,
6/21/2019,JOMA,4,0.02,,
6/21/2019,JOMA,5,0.054,,
6/21/2019,JOMA,6,0.039,,
6/21/2019,PRCR,1,0.043,,
6/21/2019,PRCR,2,0.041,,
6/21/2019,PRCR,3,0.022,,
6/21/2019,PRCR,5,0.008,,
6/21/2019,PRCR,6,0.049,,
6/21/2019,RIST,2,0.038,,
6/21/2019,RIST,3,0.011,,
6/21/2019,RIST,4,0.002,,
6/21/2019,RIST,5,0.035,,
6/21/2019,RIST,6,0.04,,
6/21/2019,RIST,1,0,,
6/28/2019,AUCA,1,0.006,,
6/28/2019,AUCA,2,0.007,,
6/28/2019,AUCA,3,0.004,,
6/28/2019,AUCA,4,0.063,,
6/28/2019,AUCA,5,0,,
6/28/2019,AUCA,6,0.005,,
6/28/2019,BACA,1,0,,
6/28/2019,BACA,2,0,,
6/28/2019,BACA,3,0.044,,
6/28/2019,BACA,4,0.046,,
6/28/2019,BACA,5,0.098,,
6/28/2019,BACA,6,0.034,,
6/28/2019,BIVA,1,0.009,,
6/28/2019,BIVA,2,0.064,,
6/28/2019,BIVA,3,0.139,,
6/28/2019,BIVA,4,0.05,,
6/28/2019,BIVA,5,0.15,,
6/28/2019,BIVA,6,0.041,,
6/28/2019,BOWA,1,0.072,,
6/28/2019,BOWA,2,0.088,,
6/28/2019,BOWA,3,0.055,,
6/28/2019,BOWA,4,0.11,,
6/28/2019,BOWA,5,0.077,,
6/28/2019,BOWA,6,0.026,,
6/28/2019,COFR,1,0.007,,
6/28/2019,COFR,2,0.007,,
6/28/2019,COFR,3,0.023,,
6/28/2019,COFR,4,0.004,,
6/28/2019,COFR,5,0.061,,
6/28/2019,COFR,6,0.07,,
6/28/2019,DEMI,1,0.017,,
6/28/2019,DEMI,2,0.068,,
6/28/2019,DEMI,4,0.025,,
6/28/2019,DEMI,5,0.025,,
6/28/2019,DEMI,6,0.233,,
6/28/2019,JOMA,1,0.028,,
6/28/2019,JOMA,2,0.104,,
6/28/2019,JOMA,3,0.102,,
6/28/2019,JOMA,4,0.049,,
6/28/2019,JOMA,5,0.128,,
6/28/2019,JOMA,6,0.082,,
6/28/2019,PRCR,1,0.016,,
6/28/2019,PRCR,2,0.05,,
6/28/2019,PRCR,3,0.003,,
6/28/2019,PRCR,4,0.113,,
6/28/2019,PRCR,5,0.02,,
6/28/2019,PRCR,6,0.038,,
6/28/2019,RIST,1,0.028,appears to contain snail poop,pass
6/28/2019,RIST,2,0.094,,
6/28/2019,RIST,3,0.057,,
6/28/2019,RIST,4,0.007,,
6/28/2019,RIST,5,0.096,,
6/28/2019,RIST,6,0.083,,
7/6/2019,AUCA,1,0.001,,
7/6/2019,AUCA,3,0.014,,
7/6/2019,AUCA,4,0.015,,
7/6/2019,AUCA,5,0.004,,
7/6/2019,AUCA,6,0.011,,
7/6/2019,AUCA,2,0,,
7/6/2019,BACA,1,0.016,,
7/6/2019,BACA,2,0.004,,
7/6/2019,BACA,3,0.015,,
7/6/2019,BACA,4,0.007,,
7/6/2019,BACA,5,0.013,,
7/6/2019,BACA,6,0,,
7/6/2019,BIVA,1,0.01,,
7/6/2019,BIVA,2,0.006,,
7/6/2019,BIVA,3,0.066,,
7/6/2019,BIVA,4,0.006,,
7/6/2019,BIVA,5,0.003,,
7/6/2019,BIVA,6,0.006,,
7/6/2019,BOWA,1,0.009,,
7/6/2019,BOWA,2,0.043,,
7/6/2019,BOWA,3,0.01,,
7/6/2019,BOWA,4,0.192,,
7/6/2019,BOWA,5,0.005,,
7/6/2019,BOWA,6,0,,
7/6/2019,COFR,2,0.015,may contain poop from other insect,removed and reweighed
7/6/2019,COFR,3,0.007,,
7/6/2019,COFR,4,0.029,,
7/6/2019,COFR,5,0.011,,
7/6/2019,COFR,6,0,,
7/6/2019,COFR,1,0,,
7/6/2019,DEMI,1,0.011,,
7/6/2019,DEMI,2,0.316,,
7/6/2019,DEMI,3,0.006,,
7/6/2019,DEMI,4,0.02,,
7/6/2019,DEMI,5,0.075,,
7/6/2019,DEMI,6,0.037,,
7/6/2019,JOMA,1,0.011,,
7/6/2019,JOMA,2,0.004,,
7/6/2019,JOMA,3,0.074,,
7/6/2019,JOMA,4,0.003,,
7/6/2019,JOMA,5,0.011,,
7/6/2019,JOMA,6,0.026,,
7/6/2019,PRCR,1,0.193,frass starting to mold,"ah, crap"
7/6/2019,PRCR,2,0.008,,
7/6/2019,PRCR,3,0,,
7/6/2019,PRCR,4,0.041,,
7/6/2019,PRCR,5,0.01,,
7/6/2019,RIST,1,0,,
7/6/2019,RIST,2,0.007,,
7/6/2019,RIST,3,0.004,,
7/6/2019,RIST,4,0.007,,
7/6/2019,RIST,5,0.003,,
7/6/2019,RIST,6,0.008,,
7/12/2019,AUCA,1,0.003,,
7/12/2019,AUCA,2,0,,
7/12/2019,AUCA,3,0.005,,
7/12/2019,AUCA,4,0.007,,
7/12/2019,AUCA,5,0.002,,
7/12/2019,AUCA,6,0.014,,
7/12/2019,BACA,1,0.035,,
7/12/2019,BACA,2,0.013,,
7/12/2019,BACA,3,0.084,,
7/12/2019,BACA,4,0.009,,
7/12/2019,BACA,5,0.008,,
7/12/2019,BACA,6,0.087,,
7/12/2019,BIVA,1,0.016,,
7/12/2019,BIVA,2,0.013,,
7/12/2019,BIVA,3,0.003,,
7/12/2019,BIVA,4,0.014,,
7/12/2019,BIVA,5,0.098,,
7/12/2019,BIVA,6,0.002,,
7/12/2019,BOWA,1,0.024,,
7/12/2019,BOWA,2,0.492,,
7/12/2019,BOWA,3,0.015,,
7/12/2019,BOWA,4,0.026,,
7/12/2019,BOWA,5,0.023,,
7/12/2019,BOWA,6,0.016,,
7/12/2019,COFR,1,0.029,,
7/12/2019,COFR,2,0.007,,
7/12/2019,COFR,3,0.01,,
7/12/2019,COFR,4,0.038,,
7/12/2019,COFR,5,0.031,,
7/12/2019,COFR,6,0.032,,
7/12/2019,DEMI,1,0.044,,
7/12/2019,DEMI,2,0.121,,
7/12/2019,DEMI,3,0.079,,
7/12/2019,DEMI,1,0.166,,
7/12/2019,DEMI,5,0.031,,
7/12/2019,DEMI,6,0.055,,
7/12/2019,JOMA,1,0.039,,
7/12/2019,JOMA,2,0.083,,
7/12/2019,JOMA,3,0.057,,
7/12/2019,JOMA,4,0.069,,
7/12/2019,JOMA,5,0.116,,
7/12/2019,JOMA,6,0.018,,
7/12/2019,PRCR,1,0.027,,
7/12/2019,PRCR,2,0.004,,
7/12/2019,PRCR,3,0.004,,
7/12/2019,PRCR,4,0.056,,
7/12/2019,PRCR,5,0,,
7/12/2019,PRCR,6,0,,
7/12/2019,RIST,2,0.016,,
7/12/2019,RIST,3,0.026,,
7/12/2019,RIST,4,0.067,,
7/12/2019,RIST,5,0.01,,
7/12/2019,RIST,6,0.034,,
7/12/2019,RIST,1,0,,
7/20/2019,AUCA,1,0.126,,
7/20/2019,AUCA,2,0.004,,
7/20/2019,AUCA,3,0.027,,
7/20/2019,AUCA,4,0.061,,
7/20/2019,AUCA,5,0.003,,
7/20/2019,AUCA,6,0.015,,
7/20/2019,BACA,2,0.005,,
7/20/2019,BACA,3,0.019,may contain snail poop,removed and reweighed
7/20/2019,BACA,5,0.007,,
7/20/2019,BACA,6,0.027,,
7/20/2019,BACA,4,0,,
7/20/2019,BIVA,1,0.016,,
7/20/2019,BIVA,2,0.023,,
7/20/2019,BIVA,3,0.014,,
7/20/2019,BIVA,4,0.014,,
7/20/2019,BIVA,5,0.309,,
7/20/2019,BIVA,6,0.113,may contain poop from other insect,removed some and reweighed
7/20/2019,BOWA,1,0.033,,
7/20/2019,BOWA,2,0.089,,
7/20/2019,BOWA,3,0.048,,
7/20/2019,BOWA,4,0.128,,
7/20/2019,BOWA,5,0.02,,
7/20/2019,BOWA,6,0.03,,
7/20/2019,COFR,1,0.016,,
7/20/2019,COFR,2,0.013,,
7/20/2019,COFR,3,0.003,,
7/20/2019,COFR,4,0.343,,
7/20/2019,COFR,5,0.043,,
7/20/2019,COFR,6,0,,
7/20/2019,DEMI,1,0.041,,
7/20/2019,DEMI,2,0.041,,
7/20/2019,DEMI,3,0.002,,
7/20/2019,DEMI,5,0.126,,
7/20/2019,DEMI,6,0.003,,
7/20/2019,JOMA,1,0.007,,
7/20/2019,JOMA,2,0.031,,
7/20/2019,JOMA,4,0.031,,
7/20/2019,JOMA,5,0.032,,
7/20/2019,JOMA,6,0,,
7/20/2019,JOMA,3,0,,
7/20/2019,PRCR,1,0.079,,
7/20/2019,PRCR,2,0.036,,
7/20/2019,PRCR,3,0.105,,
7/20/2019,PRCR,4,0.192,,
7/20/2019,PRCR,5,0.008,,
7/20/2019,PRCR,6,0.002,,
7/20/2019,RIST,1,0,,
7/20/2019,RIST,2,0.01,,
7/20/2019,RIST,3,0.018,,
7/20/2019,RIST,4,0.008,,
7/20/2019,RIST,5,0.004,,
7/20/2019,RIST,6,0.047,,
7/27/2019,AUCA,4,0.011,,
7/27/2019,AUCA,5,0.002,,
7/27/2019,AUCA,1,0,,
7/27/2019,AUCA,2,0,,
7/27/2019,AUCA,3,0,,
7/27/2019,BACA,1,0.004,,
7/27/2019,BACA,3,0.006,,
7/27/2019,BACA,6,0,,
7/27/2019,BACA,2,0,,
7/27/2019,BACA,4,0,,
7/27/2019,BACA,5,0,,
7/27/2019,BIVA,1,0,,
7/27/2019,BIVA,2,0,,
7/27/2019,BIVA,3,0,,
7/27/2019,BIVA,4,0,,
7/27/2019,BIVA,5,0,,
7/27/2019,BIVA,6,0,,
7/27/2019,BOWA,1,0.014,,
7/27/2019,BOWA,2,0.042,,
7/27/2019,BOWA,4,0.016,,
7/27/2019,BOWA,5,0,,
7/27/2019,BOWA,6,0.012,,
7/27/2019,BOWA,3,0,,
7/27/2019,COFR,5,0,,
7/27/2019,COFR,6,0.009,,
7/27/2019,COFR,1,0,,
7/27/2019,COFR,2,0,,
7/27/2019,COFR,3,0,,
7/27/2019,COFR,4,0,,
7/27/2019,DEMI,1,0.012,,
7/27/2019,DEMI,2,0.017,,
7/27/2019,DEMI,3,0,,
7/27/2019,DEMI,4,0.012,,
7/27/2019,DEMI,5,0.026,,
7/27/2019,DEMI,6,0.005,,
7/27/2019,JOMA,2,0.005,,
7/27/2019,JOMA,3,0.011,,
7/27/2019,JOMA,4,0.005,,
7/27/2019,JOMA,5,0.003,,
7/27/2019,JOMA,6,0.001,,
7/27/2019,JOMA,1,0,,
7/27/2019,PRCR,1,0.006,,
7/27/2019,PRCR,2,0.004,,
7/27/2019,PRCR,3,0.002,,
7/27/2019,PRCR,4,0.002,,
7/27/2019,PRCR,5,0,,
7/27/2019,PRCR,6,0,,
7/27/2019,RIST,3,0.003,,
7/27/2019,RIST,5,0.02,,
7/27/2019,RIST,6,0.004,,
7/27/2019,RIST,1,0,,
7/27/2019,RIST,2,0,,
7/27/2019,RIST,4,0,,
8/2/2019,AUCA,1,0.355,,
8/2/2019,AUCA,2,0.189,,
8/2/2019,AUCA,3,0.02,,
8/2/2019,AUCA,4,0.114,,
8/2/2019,AUCA,5,0.036,may contain poop from other insect,pass
8/2/2019,AUCA,6,0.161,,
8/2/2019,BACA,1,0.02,,
8/2/2019,BACA,2,0.027,,
8/2/2019,BACA,3,0.055,,
8/2/2019,BACA,4,0.024,,
8/2/2019,BACA,6,0.096,,
8/2/2019,BIVA,1,0.052,,
8/2/2019,BIVA,2,0.091,,
8/2/2019,BIVA,3,0.123,,
8/2/2019,BIVA,4,0.04,,
8/2/2019,BIVA,5,0.503,,
8/2/2019,BOWA,1,0.128,,
8/2/2019,BOWA,2,0.249,,
8/2/2019,BOWA,3,0.263,,
8/2/2019,BOWA,4,0.109,,
8/2/2019,BOWA,5,0.153,,
8/2/2019,BOWA,6,0.114,,
8/2/2019,COFR,1,0.033,,
8/2/2019,COFR,2,0.036,,
8/2/2019,COFR,3,0.046,,
8/2/2019,COFR,4,0.019,,
8/2/2019,COFR,5,0.088,,
8/2/2019,COFR,6,0.08,,
8/2/2019,DEMI,1,0.12,,
8/2/2019,DEMI,2,0.163,,
8/2/2019,DEMI,3,0.062,,
8/2/2019,DEMI,4,0.116,,
8/2/2019,DEMI,5,0.064,,
8/2/2019,DEMI,6,0.105,may contain poop from other insect,removed 1 piece reweighed
8/2/2019,JOMA,1,0.152,,
8/2/2019,JOMA,2,0.028,,
8/2/2019,JOMA,3,0.04,,
8/2/2019,JOMA,4,0.182,,
8/2/2019,JOMA,5,0.046,,
8/2/2019,JOMA,6,0.006,,
8/2/2019,PRCR,1,0.06,,
8/2/2019,PRCR,2,0.162,,
8/2/2019,PRCR,3,0.017,,
8/2/2019,PRCR,4,0.142,,
8/2/2019,PRCR,5,0.013,,
8/2/2019,PRCR,6,0.084,,
8/2/2019,RIST,1,0.017,,
8/2/2019,RIST,2,0.04,,
8/2/2019,RIST,3,0.148,,
8/2/2019,RIST,4,0.064,,
8/2/2019,RIST,5,0.06,,
8/2/2019,RIST,6,0.116,,
8/10/2019,AUCA,1,0.514,,
8/10/2019,AUCA,2,0.753,,
8/10/2019,AUCA,3,0.016,,
8/10/2019,AUCA,4,0.278,,
8/10/2019,AUCA,5,0.011,,
8/10/2019,AUCA,6,0.028,,
8/10/2019,BACA,1,0.09,,
8/10/2019,BACA,2,0.033,,
8/10/2019,BACA,3,0,,
8/10/2019,BACA,4,0,,
8/10/2019,BACA,5,0.177,,
8/10/2019,BACA,6,0.013,,
8/10/2019,BIVA,1,0.044,,
8/10/2019,BIVA,2,0.103,,
8/10/2019,BIVA,3,0.075,,
8/10/2019,BIVA,4,0.097,,
8/10/2019,BIVA,5,0.828,,
8/10/2019,BIVA,6,0.133,,
8/10/2019,BOWA,1,0.188,,
8/10/2019,BOWA,2,0.252,,
8/10/2019,BOWA,3,0.245,,
8/10/2019,BOWA,4,0.023,,
8/10/2019,BOWA,5,0.074,,
8/10/2019,BOWA,6,0.277,,
8/10/2019,COFR,1,0.07,,
8/10/2019,COFR,2,0.019,,
8/10/2019,COFR,3,0.018,,
8/10/2019,COFR,4,0.209,,
8/10/2019,COFR,5,0.164,,
8/10/2019,COFR,6,0.02,,
8/10/2019,DEMI,1,0.059,,
8/10/2019,DEMI,2,0.118,,
8/10/2019,DEMI,3,0.107,,
8/10/2019,DEMI,4,0.117,,
8/10/2019,DEMI,5,0.22,,
8/10/2019,DEMI,6,0.159,,
8/10/2019,JOMA,1,0.468,,
8/10/2019,JOMA,2,0.047,,
8/10/2019,JOMA,3,0.016,,
8/10/2019,JOMA,4,0.153,,
8/10/2019,JOMA,5,0.053,,
8/10/2019,JOMA,6,0.008,,
8/10/2019,PRCR,1,0.242,,
8/10/2019,PRCR,2,0.178,,
8/10/2019,PRCR,3,0.047,,
8/10/2019,PRCR,4,0.331,,
8/10/2019,PRCR,5,0.12,,
8/10/2019,PRCR,6,0.174,,
8/10/2019,RIST,1,0.077,,
8/10/2019,RIST,2,0.171,,
8/10/2019,RIST,3,0.167,,
8/10/2019,RIST,4,0.081,,
8/10/2019,RIST,5,0.085,,
8/10/2019,RIST,6,0.094,,
8/16/2019,AUCA,1,0.106,,
8/16/2019,AUCA,2,0.081,,
8/16/2019,AUCA,3,0.035,,
8/16/2019,AUCA,4,0.065,,
8/16/2019,AUCA,5,0.005,,
8/16/2019,AUCA,6,0.034,,
8/16/2019,BACA,3,0.013,,
8/16/2019,BACA,4,0.045,,
8/16/2019,BACA,5,0.006,,
8/16/2019,BACA,6,0.003,,
8/16/2019,BACA,1,0,,
8/16/2019,BACA,2,0,,
8/16/2019,BIVA,1,0.003,,
8/16/2019,BIVA,2,0.039,,
8/16/2019,BIVA,3,0,,
8/16/2019,BIVA,4,0.016,,
8/16/2019,BIVA,6,0.02,,
8/16/2019,BIVA,5,0,,
8/16/2019,BOWA,1,0.025,,
8/16/2019,BOWA,2,0.022,,
8/16/2019,BOWA,3,0.061,,
8/16/2019,BOWA,4,0.033,,
8/16/2019,BOWA,6,0.04,,
8/16/2019,BOWA,5,0,,
8/16/2019,COFR,1,0.001,,
8/16/2019,COFR,2,0.016,,
8/16/2019,COFR,3,0.039,,
8/16/2019,COFR,4,0.038,,
8/16/2019,COFR,5,0.116,,
8/16/2019,COFR,6,0.004,,
8/16/2019,DEMI,1,0.02,,
8/16/2019,DEMI,2,0.012,,
8/16/2019,DEMI,3,0.005,,
8/16/2019,DEMI,4,0.023,,
8/16/2019,DEMI,5,0.015,,
8/16/2019,DEMI,6,0.076,,
8/16/2019,JOMA,1,0.402,,
8/16/2019,JOMA,2,0.086,,
8/16/2019,JOMA,3,0.006,,
8/16/2019,JOMA,4,0.035,,
8/16/2019,JOMA,5,0.007,,
8/16/2019,JOMA,6,0.012,,
8/16/2019,PRCR,1,0.061,,
8/16/2019,PRCR,2,0.012,,
8/16/2019,PRCR,3,0.012,,
8/16/2019,PRCR,4,0.009,,
8/16/2019,PRCR,6,0.092,,
8/16/2019,PRCR,5,0,,
8/16/2019,RIST,1,0.01,,
8/16/2019,RIST,3,0.003,,
8/16/2019,RIST,4,0.019,,
8/16/2019,RIST,5,0.026,,
8/16/2019,RIST,6,0.041,,
8/16/2019,RIST,2,0,,
8/23/2019,AUCA,1,0.214,,
8/23/2019,AUCA,2,0.986,,
8/23/2019,AUCA,3,0.061,,
8/23/2019,AUCA,4,0.268,,
8/23/2019,AUCA,5,0.045,,
8/23/2019,AUCA,6,0.002,,
8/23/2019,AUCA,2,0,,
8/23/2019,BACA,2,0.008,,
8/23/2019,BACA,3,0.199,,
8/23/2019,BACA,4,0.019,,
8/23/2019,BACA,6,0.062,,
8/23/2019,BACA,1,0,,
8/23/2019,BACA,5,0,,
8/23/2019,BIVA,3,0.013,,
8/23/2019,BIVA,4,0.09,,
8/23/2019,BIVA,5,0.085,,
8/23/2019,BIVA,6,0.007,,
8/23/2019,BIVA,1,0,,
8/23/2019,BIVA,2,0,,
8/23/2019,BOWA,1,0.023,,
8/23/2019,BOWA,2,0.011,,
8/23/2019,BOWA,3,0.064,,
8/23/2019,BOWA,4,0.008,,
8/23/2019,BOWA,5,0.078,,
8/23/2019,BOWA,6,0.029,,
8/23/2019,COFR,1,0.046,,
8/23/2019,COFR,2,0.127,,
8/23/2019,COFR,3,0.028,,
8/23/2019,COFR,4,0.116,,
8/23/2019,COFR,5,0.028,,
8/23/2019,COFR,6,0.013,,
8/23/2019,DEMI,1,0.043,,
8/23/2019,DEMI,2,0.104,,
8/23/2019,DEMI,3,0.032,,
8/23/2019,DEMI,4,0.157,,
8/23/2019,DEMI,5,0.085,,
8/23/2019,DEMI,6,0.092,,
8/23/2019,JOMA,1,0.198,,
8/23/2019,JOMA,2,0.038,,
8/23/2019,JOMA,3,0.021,,
8/23/2019,JOMA,4,0.066,,
8/23/2019,JOMA,5,0.055,,
8/23/2019,JOMA,6,0.074,,
8/23/2019,PRCR,1,0.086,,
8/23/2019,PRCR,2,0.062,,
8/23/2019,PRCR,3,0.061,,
8/23/2019,PRCR,4,0.018,,
8/23/2019,PRCR,5,0.01,,
8/23/2019,PRCR,6,0.015,,
8/23/2019,RIST,1,0.007,,
8/23/2019,RIST,2,0.113,,
8/23/2019,RIST,3,0.109,,
8/23/2019,RIST,4,0.036,,
8/23/2019,RIST,5,0.098,,
8/23/2019,RIST,6,0,,
8/30/2019,AUCA,1,0.265,,
8/30/2019,AUCA,2,0.024,,
8/30/2019,AUCA,3,0.028,,
8/30/2019,AUCA,4,0.063,,
8/30/2019,AUCA,5,0.051,,
8/30/2019,AUCA,6,0.007,,
8/30/2019,BACA,1,0.101,,
8/30/2019,BACA,2,0.001,,
8/30/2019,BACA,3,0.083,,
8/30/2019,BACA,5,0.035,,
8/30/2019,BACA,6,0.094,,
8/30/2019,BACA,4,0,,
8/30/2019,BIVA,1,0.005,,
8/30/2019,BIVA,2,0.005,,
8/30/2019,BIVA,3,0.026,,
8/30/2019,BIVA,4,0.152,,
8/30/2019,BIVA,5,0.063,,
8/30/2019,BIVA,6,0.022,,
8/30/2019,BOWA,1,0.01,,
8/30/2019,BOWA,2,0.03,,
8/30/2019,BOWA,3,0.013,,
8/30/2019,BOWA,4,0.006,,
8/30/2019,BOWA,5,0.129,,
8/30/2019,BOWA,6,0.029,,
8/30/2019,COFR,1,0.039,,
8/30/2019,COFR,2,0.017,,
8/30/2019,COFR,3,0.001,,
8/30/2019,COFR,4,0.007,,
8/30/2019,COFR,5,0.009,,
8/30/2019,COFR,6,0.025,,
8/30/2019,DEMI,1,0.115,,
8/30/2019,DEMI,2,0.062,,
8/30/2019,DEMI,3,0.051,,
8/30/2019,DEMI,4,0.112,,
8/30/2019,DEMI,6,0.145,,
8/30/2019,DEMI,5,0,,
8/30/2019,JOMA,1,0.105,,
8/30/2019,JOMA,2,0.027,,
8/30/2019,JOMA,3,0.005,,
8/30/2019,JOMA,4,0.041,,
8/30/2019,JOMA,5,0.065,,
8/30/2019,PRCR,1,0.048,,
8/30/2019,PRCR,2,0.041,,
8/30/2019,PRCR,3,0,,
8/30/2019,PRCR,4,0.017,,
8/30/2019,PRCR,5,0.002,,
8/30/2019,PRCR,6,0,,
8/30/2019,RIST,1,0.002,,
8/30/2019,RIST,2,0.028,,
8/30/2019,RIST,3,0.013,,
8/30/2019,RIST,4,0.019,,
8/30/2019,RIST,5,0.017,,
8/30/2019,RIST,6,0.073,,
9/6/2019,AUCA,1,0.272,,
9/6/2019,AUCA,2,0.062,,
9/6/2019,AUCA,3,0.031,,
9/6/2019,AUCA,4,0.117,,
9/6/2019,AUCA,5,0.082,,
9/6/2019,AUCA,6,0.043,,
9/6/2019,BACA,1,0.095,,
9/6/2019,BACA,2,0.043,,
9/6/2019,BACA,3,0.206,,
9/6/2019,BACA,4,0.125,,
9/6/2019,BACA,5,0.056,,
9/6/2019,BACA,6,0.13,,
9/6/2019,BIVA,1,0.039,,
9/6/2019,BIVA,2,0.072,,
9/6/2019,BIVA,3,0.043,,
9/6/2019,BIVA,4,0.123,,
9/6/2019,BIVA,5,0.145,,
9/6/2019,BIVA,6,0.001,,
9/6/2019,BOWA,1,0.088,,
9/6/2019,BOWA,2,0.113,,
9/6/2019,BOWA,3,0.062,,
9/6/2019,BOWA,4,0.035,,
9/6/2019,BOWA,5,0.05,,
9/6/2019,BOWA,6,0.1,,
9/6/2019,COFR,1,0.051,,
9/6/2019,COFR,2,0.023,2 vials for FT2; neither completely full,moved seccond to 9-10
9/6/2019,COFR,3,0.04,,
9/6/2019,COFR,4,0.187,,
9/6/2019,COFR,5,0.02,,
9/6/2019,COFR,6,0.04,,
9/6/2019,DEMI,1,0.117,,
9/6/2019,DEMI,2,0.179,,
9/6/2019,DEMI,3,0.023,,
9/6/2019,DEMI,4,0.277,,
9/6/2019,DEMI,5,0.145,,
9/6/2019,DEMI,6,0.115,,
9/6/2019,JOMA,1,0.2,,
9/6/2019,JOMA,2,0.023,,
9/6/2019,JOMA,3,0.081,,
9/6/2019,JOMA,4,0.046,,
9/6/2019,JOMA,5,0.038,,
9/6/2019,JOMA,6,0.137,,
9/6/2019,PRCR,1,0.108,,
9/6/2019,PRCR,2,0.085,,
9/6/2019,PRCR,3,0.028,,
9/6/2019,PRCR,4,0.17,,
9/6/2019,PRCR,5,0.011,,
9/6/2019,PRCR,6,0.044,,
9/6/2019,RIST,1,0.028,,
9/6/2019,RIST,2,0.061,,
9/6/2019,RIST,3,0.074,,
9/6/2019,RIST,4,0.089,,
9/6/2019,RIST,5,0.201,,
9/6/2019,RIST,6,0.084,,
9/10/2019,AUCA,1,0.155,,
9/10/2019,AUCA,2,0.078,,
9/10/2019,AUCA,3,0.003,,
9/10/2019,AUCA,4,0.044,,
9/10/2019,AUCA,5,0.039,,
9/10/2019,AUCA,6,0.018,,
9/10/2019,BOWA,1,0.035,,
9/10/2019,BOWA,2,0.069,,
9/10/2019,BOWA,3,0.017,,
9/10/2019,BOWA,4,0.091,,
9/10/2019,BOWA,5,0.034,,
9/10/2019,BOWA,6,0.024,,
