"","scientific_name","datetime","description","place_guess","latitude","longitude","tag_list","common_name","url","image_url","user_login","id","species_guess","iconic_taxon_name","taxon_id","id_please","num_identification_agreements","num_identification_disagreements","observed_on_string","observed_on","time_observed_at","time_zone","positional_accuracy","private_place_guess","geoprivacy","taxon_geoprivacy","coordinates_obscured","positioning_method","positioning_device","out_of_range","user_id","created_at","updated_at","quality_grade","license","sound_url","oauth_application_id","captive_cultivated"
"14","Halysidota","2019-03-10 16:13:00 -0400","","PRCR",29.6081431571,-82.2449919198,NA,"","https://www.inaturalist.org/observations/27540938","https://static.inaturalist.org/photos/42861658/medium.jpeg?1561336083","urban-rural-moths",27540938,"Halysidota","Insecta",120218,"false",0,0,"2019/03/10 4:13 PM EDT","2019-03-10","2019-03-10 20:13:00 UTC","Eastern Time (US & Canada)",100,NA,NA,NA,"false","","",NA,1580944,"2019-06-24 00:29:04 UTC","2019-06-24 00:29:04 UTC","needs_id","CC0",NA,NA,"false"
"15","Lepidoptera","2019-03-10 16:17:00 -0400","","PRCR",29.6081431571,-82.2449919198,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/27540846","https://static.inaturalist.org/photos/42861354/medium.jpeg?1561335908","urban-rural-moths",27540846,"Butterflies and Moths","Insecta",47157,"false",0,0,"2019/03/10 4:17 PM EDT","2019-03-10","2019-03-10 20:17:00 UTC","Eastern Time (US & Canada)",100,NA,NA,NA,"false","","",NA,1580944,"2019-06-24 00:27:19 UTC","2019-06-24 00:27:19 UTC","needs_id","CC0",NA,NA,"false"
"16","Nadata gibbosa","2019-03-10 16:21:00 -0400","","PRCR",29.6081431571,-82.2449919198,NA,"White-dotted Prominent Moth","https://www.inaturalist.org/observations/27540696","https://static.inaturalist.org/photos/42860920/medium.jpeg?1561335666","urban-rural-moths",27540696,"White-dotted Prominent Moth","Insecta",82204,"false",1,0,"2019/03/10 4:21 PM EDT","2019-03-10","2019-03-10 20:21:00 UTC","Eastern Time (US & Canada)",100,NA,NA,NA,"false","","",NA,1580944,"2019-06-24 00:24:48 UTC","2019-06-24 03:26:34 UTC","research","CC0",NA,NA,"false"
"17","Lepidoptera","2019-03-10 16:28:00 -0400","","PRCR",29.6043,-82.2404,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/27540446","https://static.inaturalist.org/photos/42860270/medium.jpeg?1561335347","urban-rural-moths",27540446,"Butterflies and Moths","Insecta",47157,"false",0,0,"2019/03/10 4:28 PM EDT","2019-03-10","2019-03-10 20:28:00 UTC","Eastern Time (US & Canada)",100,NA,NA,NA,"false","","",NA,1580944,"2019-06-24 00:20:15 UTC","2019-06-24 00:20:15 UTC","needs_id","CC0",NA,NA,"false"
"18","Apantesis","2019-03-10 17:10:00 -0400","BIVA 3/10/19","BIVA",29.62098,-82.3335,NA,"","https://www.inaturalist.org/observations/27125687","https://static.inaturalist.org/photos/42171500/medium.jpeg?1560731350","urban-rural-moths",27125687,"Apantesis","Insecta",119861,"false",0,0,"2019/03/10 5:10 PM EDT","2019-03-10","2019-03-10 21:10:00 UTC","Eastern Time (US & Canada)",30,NA,NA,NA,"false","","",NA,1580944,"2019-06-17 00:30:50 UTC","2019-06-17 00:30:50 UTC","needs_id","CC0",NA,NA,"false"
"19","Geometridae","2019-06-13 17:40:00 -0400","BOWA 5/11/19","BOWA",29.6206,-82.3081,NA,"Geometer Moths","https://www.inaturalist.org/observations/27125686","https://static.inaturalist.org/photos/42171362/medium.jpeg?1560731287","urban-rural-moths",27125686,"Geometer Moths","Insecta",49530,"false",0,0,"2019/06/13 5:40 PM EDT","2019-06-13","2019-06-13 21:40:00 UTC","Eastern Time (US & Canada)",30,NA,NA,NA,"false","","",NA,1580944,"2019-06-17 00:30:50 UTC","2019-06-17 00:30:50 UTC","needs_id","CC0",NA,NA,"false"
"20","Geometridae","2019-05-11 17:43:00 -0400","BOWA 5/11/19","BOWA",29.6206,-82.3081,NA,"Geometer Moths","https://www.inaturalist.org/observations/27125681","https://static.inaturalist.org/photos/42171145/medium.jpeg?1560731195","urban-rural-moths",27125681,"Geometer Moths","Insecta",49530,"false",0,0,"2019/05/11 5:43 PM EDT","2019-05-11","2019-05-11 21:43:00 UTC","Eastern Time (US & Canada)",30,NA,NA,NA,"false","","",NA,1580944,"2019-06-17 00:30:45 UTC","2019-06-17 00:30:45 UTC","needs_id","CC0",NA,NA,"false"
"21","Lepidoptera","2019-05-11 17:44:00 -0400","BOWA 5/11/19","BOWA",29.6206,-82.3081,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/27125680","https://static.inaturalist.org/photos/42170833/medium.jpeg?1560731041","urban-rural-moths",27125680,"Butterflies and Moths","Insecta",47157,"false",0,0,"2019/05/11 5:44 PM EDT","2019-05-11","2019-05-11 21:44:00 UTC","Eastern Time (US & Canada)",30,NA,NA,NA,"false","","",NA,1580944,"2019-06-17 00:30:44 UTC","2019-06-17 00:30:45 UTC","needs_id","CC0",NA,NA,"false"
"22","Zale","2019-03-10 17:45:00 -0400","BIVA 3/10/19","BIVA",29.62098,-82.3335,NA,"","https://www.inaturalist.org/observations/27125679","https://static.inaturalist.org/photos/42170454/medium.jpeg?1560730794","urban-rural-moths",27125679,"Zale","Insecta",84603,"false",0,0,"2019/03/10 5:45 PM EDT","2019-03-10","2019-03-10 21:45:00 UTC","Eastern Time (US & Canada)",30,NA,NA,NA,"false","","",NA,1580944,"2019-06-17 00:30:44 UTC","2019-06-17 00:30:44 UTC","needs_id","CC0",NA,NA,"false"
"23","Lepidoptera","2019-05-11 17:47:00 -0400","BOWA ","BOWA",29.6206,-82.3081,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/27124802","https://static.inaturalist.org/photos/42169745/medium.jpeg?1560730369","urban-rural-moths",27124802,"Butterflies and Moths","Insecta",47157,"false",0,0,"2019/05/11 5:47 PM EDT","2019-05-11","2019-05-11 21:47:00 UTC","Eastern Time (US & Canada)",30,NA,NA,NA,"false","","",NA,1580944,"2019-06-17 00:14:25 UTC","2019-06-17 00:14:25 UTC","needs_id","CC0",NA,NA,"false"
"24","Geometridae","2019-05-11 17:49:00 -0400","BOWA 5/11/19","BOWA",29.6206,-82.3081,NA,"Geometer Moths","https://www.inaturalist.org/observations/27124801","https://static.inaturalist.org/photos/42169584/medium.jpeg?1560730286","urban-rural-moths",27124801,"Geometer Moths","Insecta",49530,"false",0,0,"2019/05/11 5:49 PM EDT","2019-05-11","2019-05-11 21:49:00 UTC","Eastern Time (US & Canada)",30,NA,NA,NA,"false","","",NA,1580944,"2019-06-17 00:14:25 UTC","2019-06-17 00:14:25 UTC","needs_id","CC0",NA,NA,"false"
"25","Lepidoptera","2019-05-11 17:51:00 -0400","BOWA 5/11/19","BOWA",29.6206,-82.3081,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/27124795","https://static.inaturalist.org/photos/42169437/medium.jpeg?1560730208","urban-rural-moths",27124795,"Butterflies and Moths","Insecta",47157,"false",0,0,"2019/05/11 5:51 PM EDT","2019-05-11","2019-05-11 21:51:00 UTC","Eastern Time (US & Canada)",30,NA,NA,NA,"false","","",NA,1580944,"2019-06-17 00:14:21 UTC","2019-06-17 00:14:21 UTC","needs_id","CC0",NA,NA,"false"
"26","Deidamia inscriptum","2019-03-10 17:54:00 -0400","BIVA 3/10/19","BIVA",29.62098,-82.3335,NA,"Lettered Sphinx Moth","https://www.inaturalist.org/observations/27124794","https://static.inaturalist.org/photos/42169286/medium.jpeg?1560730103","urban-rural-moths",27124794,"Lettered Sphinx Moth","Insecta",143452,"false",2,0,"2019/03/10 5:54 PM EDT","2019-03-10","2019-03-10 21:54:00 UTC","Eastern Time (US & Canada)",30,NA,NA,NA,"false","","",NA,1580944,"2019-06-17 00:14:21 UTC","2019-06-18 13:41:21 UTC","research","CC0",NA,NA,"false"
"27","Lepidoptera","2019-05-11 17:56:00 -0400","BOWA 5/11/19","BOWA",29.6206,-82.3081,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/27124793","https://static.inaturalist.org/photos/42169029/medium.jpeg?1560729931","urban-rural-moths",27124793,"Butterflies and Moths","Insecta",47157,"false",0,0,"2019/05/11 5:56 PM EDT","2019-05-11","2019-05-11 21:56:00 UTC","Eastern Time (US & Canada)",30,NA,NA,NA,"false","","",NA,1580944,"2019-06-17 00:14:21 UTC","2019-06-17 00:14:21 UTC","needs_id","CC0",NA,NA,"false"
"28","Spilosomina","2019-03-10 17:57:00 -0400","BIVA 3/10/19","BIVA",29.62098,-82.3335,NA,"","https://www.inaturalist.org/observations/27124186","https://static.inaturalist.org/photos/42168860/medium.jpeg?1560729792","urban-rural-moths",27124186,"Spilosomina","Insecta",123834,"false",0,0,"2019/03/10 5:57 PM EDT","2019-03-10","2019-03-10 21:57:00 UTC","Eastern Time (US & Canada)",30,NA,NA,NA,"false","","",NA,1580944,"2019-06-17 00:04:59 UTC","2019-06-17 00:04:59 UTC","needs_id","CC0",NA,NA,"false"
"29","Lepidoptera","2019-03-10 17:41:50 -0400","RIST 3/10/19","Gainesville, FL 32608, USA",29.6343664,-82.3661782,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26537466","https://static.inaturalist.org/photos/41215833/medium.jpeg?1559888366","urban-rural-moths",26537466,"Butterflies and Moths","Insecta",47157,"false",0,0,"2019-03-10 5:41:50 PM EDT","2019-03-10","2019-03-10 21:41:50 UTC","Eastern Time (US & Canada)",22,NA,NA,NA,"false","","",NA,1580944,"2019-06-07 06:19:23 UTC","2019-06-07 06:19:37 UTC","needs_id","CC0",NA,2,"false"
"30","Lepidoptera","2019-03-10 17:35:23 -0400","RIST 3/10/19","Gainesville, FL 32608, USA",29.5483,-82.2001,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26537459","https://static.inaturalist.org/photos/41215817/medium.jpeg?1559888344","urban-rural-moths",26537459,"Butterflies and Moths","Insecta",47157,"false",0,0,"2019-03-10 5:35:23 PM EDT","2019-03-10","2019-03-10 21:35:23 UTC","Eastern Time (US & Canada)",100,NA,NA,NA,"false","","",NA,1580944,"2019-06-07 06:19:01 UTC","2019-06-25 20:08:21 UTC","needs_id","CC0",NA,2,"false"
"31","Lepidoptera","2019-06-06 17:24:12 -0400","RIST 3/10/19","Gainesville, FL 32608, USA",29.6343217,-82.3661104,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26537456","https://static.inaturalist.org/photos/41215800/medium.jpeg?1559888323","urban-rural-moths",26537456,"Butterflies and Moths","Insecta",47157,"false",0,0,"2019-06-06 5:24:12 PM EDT","2019-06-06","2019-06-06 21:24:12 UTC","Eastern Time (US & Canada)",25,NA,NA,NA,"false","","",NA,1580944,"2019-06-07 06:18:40 UTC","2019-06-07 06:18:59 UTC","needs_id","CC0",NA,2,"false"
"32","Lepidoptera","2019-03-10 17:20:31 -0400","RIST 3/10/19","Gainesville, FL 32608, USA",29.6343668,-82.3661716,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26537450","https://static.inaturalist.org/photos/41215786/medium.jpeg?1559888302","urban-rural-moths",26537450,"Butterflies and Moths","Insecta",47157,"false",0,0,"2019-03-10 5:20:31 PM EDT","2019-03-10","2019-03-10 21:20:31 UTC","Eastern Time (US & Canada)",22,NA,NA,NA,"false","","",NA,1580944,"2019-06-07 06:18:19 UTC","2019-06-07 06:18:38 UTC","needs_id","CC0",NA,2,"false"
"33","Lepidoptera","2019-03-10 17:46:43 -0400","RIST 3/10/19","University of Florida, Gainesville, FL, US",29.6344566031,-82.3662254872,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26517569","https://static.inaturalist.org/photos/41182594/medium.jpg?1559857763","urban-rural-moths",26517569,"","Insecta",47157,"false",0,0,"Sun Mar 10 2019 17:46:43 GMT-0400 (EDT)","2019-03-10","2019-03-10 21:46:43 UTC","Eastern Time (US & Canada)",65,NA,NA,NA,"false","","",NA,1580944,"2019-06-06 21:49:18 UTC","2019-06-10 05:30:20 UTC","needs_id","CC0",NA,3,"false"
"34","Lepidoptera","2019-03-10 17:40:03 -0400","RIST 3/10/19","University of Florida, Gainesville, FL, US",29.6343764571,-82.3662230804,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26517220","https://static.inaturalist.org/photos/41181991/medium.jpg?1559857355","urban-rural-moths",26517220,"","Insecta",47157,"false",0,0,"Sun Mar 10 2019 17:40:03 GMT-0400 (EDT)","2019-03-10","2019-03-10 21:40:03 UTC","Eastern Time (US & Canada)",65,NA,NA,NA,"false","","",NA,1580944,"2019-06-06 21:42:13 UTC","2019-06-07 01:09:45 UTC","needs_id","CC0",NA,3,"false"
"35","Lepidoptera","2019-03-10 17:33:20 -0400","RIST 3/10/19","Alachua County, US-FL, US",29.5483,-82.2001,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26517129","https://static.inaturalist.org/photos/41181816/medium.jpg?1559857189","urban-rural-moths",26517129,"Butterflies and Moths","Insecta",47157,"false",0,0,"Sun Mar 10 2019 17:33:20 GMT-0400 (EDT)","2019-03-10","2019-03-10 21:33:20 UTC","Eastern Time (US & Canada)",65,NA,NA,NA,"false","","",NA,1580944,"2019-06-06 21:39:33 UTC","2019-06-07 01:10:13 UTC","needs_id","CC0",NA,3,"false"
"36","Lepidoptera","2019-03-10 17:20:38 -0400","RIST 3/10/19
","Alachua County, US-FL, US",29.5483,-82.2001,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26516484","https://static.inaturalist.org/photos/41180482/medium.jpg?1559856228","urban-rural-moths",26516484,"Butterflies and Moths","Insecta",47157,"false",0,0,"Sun Mar 10 2019 17:20:38 GMT-0400 (EDT)","2019-03-10","2019-03-10 21:20:38 UTC","Eastern Time (US & Canada)",65,NA,NA,NA,"false","","",NA,1580944,"2019-06-06 21:23:29 UTC","2019-06-07 01:10:19 UTC","needs_id","CC0",NA,3,"false"
"37","Lepidoptera","2019-03-10 17:15:09 -0400","RIST 3/10/19","Gainesville, FL 32608, USA",29.6343604,-82.3661225,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26516319","https://static.inaturalist.org/photos/41215770/medium.jpeg?1559888274","urban-rural-moths",26516319,"Butterflies and Moths","Insecta",47157,"false",0,0,"2019-03-10 5:15:09 PM EDT","2019-03-10","2019-03-10 21:15:09 UTC","Eastern Time (US & Canada)",23,NA,NA,NA,"false","","",NA,1580944,"2019-06-06 21:18:42 UTC","2019-06-10 05:30:23 UTC","needs_id","CC0",NA,2,"false"
"38","Lepidoptera","2019-03-10 17:14:33 -0400","RIST 3/10/19","Alachua County, US-FL, US",29.5483,-82.2001,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26516144","https://static.inaturalist.org/photos/41179913/medium.jpg?1559855811","urban-rural-moths",26516144,"Butterflies and Moths","Insecta",47157,"false",0,0,"Sun Mar 10 2019 17:14:33 GMT-0400 (EDT)","2019-03-10","2019-03-10 21:14:33 UTC","Eastern Time (US & Canada)",65,NA,NA,NA,"false","","",NA,1580944,"2019-06-06 21:16:24 UTC","2019-06-07 01:10:22 UTC","needs_id","CC0",NA,3,"false"
"39","Lepidoptera","2019-03-10 17:08:02 -0400","RIST 3/10/19
","Alachua County, US-FL, US",29.5483,-82.2001,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26515861","https://static.inaturalist.org/photos/41179506/medium.jpg?1559855483","urban-rural-moths",26515861,"Butterflies and Moths","Insecta",47157,"false",0,0,"Sun Mar 10 2019 17:08:02 GMT-0400 (EDT)","2019-03-10","2019-03-10 21:08:02 UTC","Eastern Time (US & Canada)",65,NA,NA,NA,"false","","",NA,1580944,"2019-06-06 21:11:09 UTC","2019-06-07 01:10:26 UTC","needs_id","CC0",NA,3,"false"
"40","Lepidoptera","2019-03-10 16:59:47 -0400","RIST 3/10/19","Alachua County, US-FL, US",29.5483,-82.2001,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26515811","https://static.inaturalist.org/photos/41179413/medium.jpeg?1559855414","urban-rural-moths",26515811,"Butterflies and Moths","Insecta",47157,"false",0,0,"2019-03-10 4:59:47 PM EDT","2019-03-10","2019-03-10 20:59:47 UTC","Eastern Time (US & Canada)",23,NA,NA,NA,"false","","",NA,1580944,"2019-06-06 21:10:11 UTC","2019-06-07 01:10:28 UTC","needs_id","CC0",NA,2,"false"
"41","Lepidoptera","2019-03-16 17:07:56 -0400","BACA 3/16/19","Alachua County, US-FL, US",29.6427,-82.3452,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26515796","https://static.inaturalist.org/photos/41179408/medium.jpg?1559855412","urban-rural-moths",26515796,"Butterflies and Moths","Insecta",47157,"false",0,0,"Sat Mar 16 2019 17:07:56 GMT-0400 (EDT)","2019-03-16","2019-03-16 21:07:56 UTC","Eastern Time (US & Canada)",65,NA,NA,NA,"false","","",NA,1580944,"2019-06-06 21:09:51 UTC","2019-06-07 01:10:31 UTC","needs_id","CC0",NA,3,"false"
"42","Lepidoptera","2019-03-10 16:58:02 -0400","RIST 3/10/19","Alachua County, US-FL, US",29.5483,-82.2001,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26515401","https://static.inaturalist.org/photos/41178759/medium.jpg?1559854859","urban-rural-moths",26515401,"Butterflies and Moths","Insecta",47157,"false",0,0,"Sun Mar 10 2019 16:58:02 GMT-0400 (EDT)","2019-03-10","2019-03-10 20:58:02 UTC","Eastern Time (US & Canada)",65,NA,NA,NA,"false","","",NA,1580944,"2019-06-06 21:00:51 UTC","2019-06-07 01:10:34 UTC","needs_id","CC0",NA,3,"false"
"43","Lepidoptera","2019-03-10 16:52:23 -0400","RIST 3/10/19","Alachua County, US-FL, US",29.5483,-82.2001,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26515284","https://static.inaturalist.org/photos/41178536/medium.jpeg?1559854677","urban-rural-moths",26515284,"Butterflies and Moths","Insecta",47157,"false",0,0,"2019-03-10 4:52:23 PM EDT","2019-03-10","2019-03-10 20:52:23 UTC","Eastern Time (US & Canada)",22,NA,NA,NA,"false","","",NA,1580944,"2019-06-06 20:57:52 UTC","2019-06-07 01:10:52 UTC","needs_id","CC0",NA,2,"false"
"44","Limacodidae","2019-03-10 16:50:43 -0400","RIST 3/10/19
","Alachua County, US-FL, US",29.5483,-82.2001,NA,"Slug Caterpillar Moths","https://www.inaturalist.org/observations/26515220","https://static.inaturalist.org/photos/41178430/medium.jpg?1559854578","urban-rural-moths",26515220,"Slug Caterpillar Moths","Insecta",84165,"false",1,0,"Sun Mar 10 2019 16:50:43 GMT-0400 (EDT)","2019-03-10","2019-03-10 20:50:43 UTC","Eastern Time (US & Canada)",65,NA,NA,NA,"false","","",NA,1580944,"2019-06-06 20:56:12 UTC","2019-06-07 01:10:55 UTC","needs_id","CC0",NA,3,"false"
"45","Limacodidae","2019-03-10 16:41:45 -0400","RIST 3/10/19","Alachua County, US-FL, US",29.5483,-82.2001,NA,"Slug Caterpillar Moths","https://www.inaturalist.org/observations/26514967","https://static.inaturalist.org/photos/41177933/medium.jpeg?1559854220","urban-rural-moths",26514967,"Slug Caterpillar Moths","Insecta",84165,"false",0,0,"2019-03-10 4:41:45 PM EDT","2019-03-10","2019-03-10 20:41:45 UTC","Eastern Time (US & Canada)",9,NA,NA,NA,"false","","",NA,1580944,"2019-06-06 20:50:17 UTC","2019-06-07 01:11:01 UTC","needs_id","CC0",NA,2,"false"
"46","Lepidoptera","2019-04-07 16:42:26 -0400","BACA 4/7/19","Alachua County, US-FL, US",29.6427,-82.3452,NA,"Butterflies and Moths","https://www.inaturalist.org/observations/26514804","https://static.inaturalist.org/photos/41177543/medium.jpg?1559853932","urban-rural-moths",26514804,"Butterflies and Moths","Insecta",47157,"false",0,0,"Sun Apr 07 2019 16:42:26 GMT-0400 (EDT)","2019-04-07","2019-04-07 20:42:26 UTC","Eastern Time (US & Canada)",65,NA,NA,NA,"false","","",NA,1580944,"2019-06-06 20:45:19 UTC","2019-06-07 01:11:16 UTC","needs_id","CC0",NA,3,"false"
